Course ID,Required Course
JOUR 3160,JOUR 2160
JOUR 3161,JOUR 2160
JOUR 3162,JOUR 2160
JOUR 3163,JOUR 2160
KNES 2237,KNES 1231
KNES 2239,EXER 2333
LACS 1202,LACS 1201
LACS 2201,LACS 1202
LACS 2202,LACS 2201
LACS 3160,WRDS 1103
LACS 3160,WRDS 1104
LACS 3201,LACS 2202
LACS 3202,LACS 3201
LACS 4410,ARBC 3201
LACS 4410,ARBC 3202
LACS 4410,CHNS 3201
LACS 4410,CHNS 3202
LACS 4410,FREN 3201
LACS 4410,FREN 3202
LACS 4410,GERM 3201
LACS 4410,GERM 3202
LACS 4410,ITLN 3201
LACS 4410,ITLN 3202
LACS 4410,JAPN 3201
LACS 4410,JAPN 3202
LACS 4410,PORT 3201
LACS 4410,PORT 3202
LACS 4410,RUSS 3201
LACS 4410,RUSS 3202
LACS 4410,SPAN 3201
LACS 4410,SPAN 3202
LACS 4700,LACS 3700
LATN 1202,LATN 1201
LATN 2201,LATN 1202
LTAM 3129,WRDS 1103
LTAM 3129,WRDS 1104
LTAM 3309,WRDS 1103
LTAM 3309,WRDS 1104
LTAM 3319,WRDS 1103
LTAM 3319,WRDS 1104
LTAM 4120,SPAN 3201
LTAM 4120,SPAN 3202
LTAM 4120,SPAN 3203
LTAM 4120,SPAN 3220
LTAM 4121,SPAN 3201
LTAM 4121,SPAN 3202
LTAM 4121,SPAN 3203
LTAM 4121,SPAN 3220
LTAM 4309,SPAN 3201
LTAM 4309,SPAN 3202
LTAM 4309,SPAN 3203
LTAM 4310,SPAN 4208
LTAM 4310,SPAN 4209
LTAM 4311,SPAN 4208
LTAM 4311,SPAN 4209
LTAM 4312,SPAN 4208
LTAM 4312,SPAN 4209
LTAM 4314,SPAN 4208
LTAM 4314,SPAN 4209
LTAM 4315,SPAN 4208
LTAM 4315,SPAN 4209
LTAM 4316,SPAN 4208
LTAM 4316,SPAN 4209
LTAM 4317,SPAN 4208
LTAM 4317,SPAN 4209
LTAM 4318,SPAN 4208
LTAM 4318,SPAN 4209
LEGL 3141,COMM 2100
CHES 4800,CHES 2600
CHES 4800,COSC 2600
LBST 2301,WRDS 1103
LBST 2301,WRDS 1104
MGMT 3140,ACCT 2121
MGMT 3140,ACCT 2122
MGMT 3140,ACCT 3323
MGMT 3140,ECON 2101
MGMT 3140,ECON 2102
MGMT 3140,INFO 2130
MGMT 3241,MGMT 3140
MGMT 3242,MGMT 3140
MGMT 3243,MGMT 3140
MGMT 3260,MGMT 3140
MGMT 3260,COMM 3160
MGMT 3274,MGMT 3140
MGMT 3275,MGMT 3140
MGMT 3277,MGMT 3140
MGMT 3277,ENTR 3276
MGMT 3280,BLAW 3150
MGMT 3280,COMM 3160
MGMT 3280,ECON 3125
MGMT 3280,FINN 3120
MGMT 3280,INFO 3130
MGMT 3280,MGMT 3140
MGMT 3280,MKTG 3110
MGMT 3280,OPER 3100
MGMT 3282,MGMT 3140
MGMT 3287,MGMT 3140
MGMT 3287,MGMT 3282
INFO 3000,INFO 3233
INFO 3130,ACCT 2121
INFO 3130,ACCT 2122
INFO 3130,ACCT 3323
INFO 3130,ECON 2101
INFO 3130,ECON 2102
INFO 3130,MATH 1120
INFO 3130,INFO 2130
INFO 3130,STAT 1220
INFO 3221,INFO 2130
INFO 3230,INFO 2130
INFO 3231,INFO 2130
INFO 3232,INFO 3130
INFO 3235,INFO 3234
INFO 3237,INFO 3221
INFO 3237,INFO 3233
INFO 3237,INFO 3236
INFO 3240,INFO 3231
INFO 3241,INFO 3130
MATH 1100,MATH 0900
MATH 1103,MATH 1100
MATH 1103,MATH 1101
MATH 1120,MATH 1100
MATH 1120,MATH 1101
MATH 1120,MATH 1103
MATH 1121,MATH 1103
MATH 1241,MATH 1103
MATH 1242,MATH 1241
MATH 1341,MATH 1340
MATH 2120,MATH 1120
MATH 2120,MATH 1241
MATH 2164,MATH 1120
MATH 2164,MATH 1241
MATH 2165,ECGR 2103
MATH 2165,ITSC 1212
MATH 2165,MATH 1241
MATH 2167,MATH 1242
MATH 2167,MATH 2120
MATH 2171,MATH 1242
MATH 2241,MATH 1242
MATH 2242,MATH 2241
MATH 2340,MATH 1100
MATH 2340,MATH 1101
MATH 2340,MATH 1103
MATH 2341,MATH 2340
MATH 2341,MATH 2102
MATH 2342,STAT 1220
MATH 2342,STAT 1222
MATH 2343,MATH 1100
MATH 2343,MATH 1101
MATH 2343,MATH 1103
MATH 3116,MATH 2164
MATH 3122,MATH 2241
MATH 3123,MATH 3122
MATH 3123,STAT 3122
MATH 3141,MATH 2241
MATH 3141,MATH 2164
MATH 3142,MATH 3141
MATH 3146,MATH 2241
MATH 3163,MATH 1242
MATH 3163,MATH 2164
MATH 3166,MATH 2164
MATH 3171,MATH 2241
MATH 3171,MATH 2171
MATH 3176,ITSC 1212
MATH 3176,MATH 2241
MATH 3176,MATH 2171
MATH 3180,MATH 1242
MATH 3180,STAT 1220
MATH 3180,STAT 1222
MATH 3181,MATH 2164
MATH 3227,MATH 1242
MATH 3227,MATH 1120
MATH 3228,MATH 3227
MATH 3652,MATH 3500
MATH 3800,MATH 1242
MATH 4051,MATH 2120
MATH 4051,MATH 2241
MATH 4051,STAT 2122
MATH 4051,STAT 2223
MATH 4051,STAT 3123
MATH 4109,MATH 1241
MATH 4122,MATH 2241
MATH 4122,MATH 3122
MATH 4122,STAT 3122
MATH 4128,MATH 2241
MATH 4128,MATH 3122
MATH 4128,STAT 3122
MATH 4161,MATH 3163
MATH 4163,MATH 3163
MATH 4164,MATH 2164
MATH 4164,MATH 3163
MATH 4181,MATH 2164
MATH 4228,MATH 3122
MATH 4228,STAT 3122
MATH 4228,MATH 3228
MATH 4229,MATH 4228
MKTG 3000,MKTG 3110
MKTG 3110,ACCT 2121
MKTG 3110,ACCT 2122
MKTG 3110,ACCT 3323
MKTG 3110,ECON 2101
MKTG 3110,ECON 2102
MKTG 3110,INFO 2130
MKTG 3110,MATH 1120
MKTG 3110,STAT 1220
MKTG 3210,MKTG 3110
MKTG 3220,MKTG 3110
MKTG 3222,MKTG 3110
MKTG 3224,MKTG 3110
MKTG 3225,MKTG 3110
MKTG 3226,MKTG 3110
MKTG 3228,MKTG 3110
MKTG 3230,MKTG 3110
MKTG 3231,MKTG 3110
MKTG 3250,MKTG 3110
MKTG 3400,MKTG 3110
MAED 3224,MAED 3222
MAED 4105,MATH 3163
MAED 4105,MATH 3181
MAED 4252,MDSK 3100
MAED 4252,MDSK 3151
MAED 4252,MDSK 4210
MAED 4252,MDLG 3130
MAED 4252,SECD 4140
MEGR 2141,PHYS 2101
MEGR 2141,MATH 1242
MEGR 2144,MEGR 2141
MEGR 2156,ENGR 1201
MEGR 2156,ENGR 1202
MEGR 2156,MEGR 2141
MEGR 2156,PHYS 2102
MEGR 2180,ENGR 1202
MEGR 2180,MEGR 2141
MEGR 2180,PHYS 2102L
MEGR 2240,MEGR 2141
MEGR 2289,MEGR 2141
MEGR 3111,MATH 2171
MEGR 3111,PHYS 2101
MEGR 3112,MEGR 3111
MEGR 3114,MATH 2241
MEGR 3114,MEGR 3121
MEGR 3116,MATH 2171
MEGR 3116,MEGR 3111
MEGR 3121,MEGR 2141
MEGR 3121,MATH 1242
MEGR 3122,MEGR 2240
MEGR 3122,MEGR 3121
MEGR 3122,MATH 2171
MEGR 3152,MEGR 2144
MEGR 3152,MEGR 3121
MEGR 3152,MEGR 3161
MEGR 3152,MEGR 3171L
MEGR 3156,ECGR 2161
MEGR 3156,MEGR 2144
MEGR 3156,MEGR 2156
MEGR 3156,MEGR 2180
MEGR 3161,CHEM 1251
MEGR 3161,MEGR 1100
MEGR 3161,MATH 2171
MEGR 3161,MEGR 2144
MEGR 3162,MEGR 3161
MEGR 3171,ECGR 2161
MEGR 3171,MATH 2241
MEGR 3171L,PHYS 2102L
MEGR 3210,MEGR 3112
MEGR 3211,MEGR 3122
MEGR 3214,MEGR 3112
MEGR 3214,MEGR 3116
MEGR 3216,MEGR 3112
MEGR 3216,MEGR 3114
MEGR 3216,MEGR 3116
MEGR 3221,MEGR 3121
MEGR 3221,MEGR 2144
MEGR 3222,MEGR 3221
MEGR 3225,MATH 2171
MEGR 3225,MEGR 2144
MEGR 3225,MEGR 2240
MEGR 3231,ENGR 1202
MEGR 3231,MEGR 2156
MEGR 3232,ENGR 1202
MEGR 3232,MEGR 2156
MEGR 3233,MEGR 3161
MEGR 3234,MEGR 2144
MEGR 3235,MATH 2171
MEGR 3235,MEGR 3122
MEGR 3236,MEGR 3161
MEGR 3236,MEGR 3171
MEGR 3237,MEGR 3122
MEGR 3238,MEGR 3161
MEGR 3240,MEGR 3210
MEGR 3241,MEGR 3171
MEGR 3242,MEGR 2240
MEGR 3242,MEGR 3111
MEGR 3242,MEGR 3114
MEGR 3244,MEGR 2144
MEGR 3245,ECGR 2161
MEGR 3251,MEGR 3111
MEGR 3251,MEGR 3114
MEGR 3251,MEGR 3171L
MEGR 3255,MEGR 3156
MEGR 3255,MEGR 3171L
MEGR 3256,MEGR 3255
MEGR 3260,MEGR 3112
MEGR 3260,MEGR 3114
MEGR 3262,MEGR 3112
MEGR 3262,MEGR 3114
MEGR 3270,MEGR 3114
MEGR 3270,MEGR 2279
MEGR 3270,BIOL 3111
MEGR 3270,CHEM 4165
MEGR 3271,MEGR 2156
MEGR 3271,MEGR 2180
MEGR 3271,MEGR 2279
MEGR 3272,MEGR 3161
MEGR 3275,MEGR 2279
MEGR 3275,MEGR 3156
MEGR 3275,MEGR 3171L
MEGR 3276,MEGR 3275
MEGR 3282,MEGR 2180
MEGR 3283,MEGR 2180
MEGR 3285,MEGR 2289
MEGR 3285,MEGR 3156
MEGR 3285,MEGR 3171L
MEGR 3286,MEGR 3285
MEGR 3355,MEGR 2299
MEGR 3355,MEGR 3156
MEGR 3355,MEGR 3171L
MEGR 3356,MEGR 3355
MEGR 3451,MEGR 3112
MEGR 3451,MEGR 3114
MEGR 3451,MEGR 3116
MEGR 3452,MEGR 3112
MEGR 3452,MEGR 3114
MEGR 3452,MEGR 3116
MEGR 3455,MEGR 2499
MEGR 3455,MEGR 3156
MEGR 3455,MEGR 3171L
MEGR 3456,MEGR 3455
MEGR 3695,ENGR 3500
MEGR 4143,MEGR 3122
MEGR 4144,MEGR 3121
MEGR 4144,MATH 2171
MEGR 4210,MEGR 3112
MEGR 4211,MEGR 3122
MEGR 4235,MATH 2171
MEGR 4235,MEGR 3122
MEGR 4237,MEGR 3122
MEGR 4240,MEGR 4210
MEGR 4242,MEGR 2240
MEGR 4242,MEGR 3114
MEGR 4244,MEGR 2144
MEGR 4271,MEGR 2144
MEGR 4272,MEGR 2144
MEGR 4273,MEGR 2156
MEGR 4273,MEGR 2180
MEGR 4273,MEGR 2279
MEGR 4274,MEGR 2156
MEGR 4274,MEGR 2180
MEGR 4274,MEGR 2279
MEGR 4280,MEGR 2144
MEGR 4280,MEGR 2156
MEGR 4280,MEGR 2180
MEGR 4290,MEGR 3121
MEGR 4290,MEGR 3112
MEGR 4292,MEGR 3161
ETME 1112,ETME 1111
ETME 2100,ETGR 1101
ETME 2100,ETGR 1201
ETME 2100,ETME 1112
ETME 2102,ETME 1111
ETME 2102,MATH 1121
ETME 2102,MATH 1241
ETME 2102,PHYS 1101
ETME 2102,PHYS 2101
ETME 2130,ETGR 1101
ETME 2131,ETME 2130
ETME 2142,ETGR 1101
ETME 2142,ETGR 1201
ETME 3100,ETME 2100
ETME 3113,ETGR 2101
ETME 3123,ETGR 2101
ETME 3123L,WRDS 1103
ETME 3123L,WRDS 1104
ETME 3133,ETGR 2101
ETME 3143,ETME 3133
ETME 3150,ETME 1111
ETME 3150,ETME 2102
ETME 3150,ETME 3123
ETME 3163,ETGR 2106
ETME 3213,ETME 2102
ETME 3213,ETME 2130
ETME 3213,ETME 2141
ETME 3213,ETME 3123
ETME 3223,ETME 3213
ETME 3250,ETME 3133
ETME 4244,ETME 3143
ETME 4250,ETME 3250
ETME 4250L,WRDS 1103
ETME 4250L,WRDS 1104
ESCI 4220,CHEM 1251
METR 3140,METR 1102
METR 3140,ESCI 1101
METR 3210,METR 3140
METR 3210,MATH 1241
METR 3220,METR 3210
METR 3245,METR 3210
METR 3250,METR 3245
METR 3250,MATH 1242
METR 3250,PHYS 2101
METR 3330,METR 3245
METR 4000,METR 3140
METR 4105,METR 3140
METR 4105,MATH 1241
METR 4110,METR 3210
METR 4150,METR 3250
METR 4205,ESCI 3101
METR 4205,METR 4105
METR 4240,METR 3210
METR 4245,METR 3250
METR 4250,METR 3250
METR 4250,MATH 2171
METR 4250,MATH 2241
METR 4320,METR 3250
METR 4650,METR 3245
MDLG 3130,MDSK 2100
MDLG 3131,MDLG 3130
MDLG 3131,MDSK 3100
MDLG 3131,MDSK 3151
MDLG 3131,MDSK 4210
FLED 4105,MDSK 3100
FLED 4105,MDSK 3151
FLED 4105,MDSK 4210
FLED 4105,MDLG 3130
FLED 4105,SECD 4140
MDSK 3252,MDSK 3151
MDSK 4101,MDSK 3100
MDSK 4101,MDSK 3151
MDSK 4101,MDSK 4210
MDSK 4102,MDSK 3100
MDSK 4102,MDSK 3151
MDSK 4102,MDSK 4210
MDSK 4102,MDLG 3130
MDSK 4102,SECD 4140
MDSK 4103,MDSK 3100
MDSK 4103,MDSK 3151
MDSK 4103,MDSK 4210
MDSK 4103,MDLG 3130
MDSK 4103,SECD 4140
MDSK 4104,MDSK 3100
MDSK 4104,MDSK 3151
MDSK 4104,MDSK 4210
MDSK 4104,MDLG 3130
MDSK 4104,SECD 4140
MDSK 4251,MDSK 3100
MDSK 4251,MDSK 3151
MDSK 4251,MDSK 4210
MDSK 4251,MDLG 3130
MDSK 4251,SECD 4140
MDSK 4253,MDSK 3100
MDSK 4253,MDSK 3151
MDSK 4253,MDSK 4210
MDSK 4253,MDLG 3130
MDSK 4253,SECD 4140
MDSK 4300,MDSK 3151
MSCI 3102,MSCI 3101
MSCI 4101,MSCI 3101
MSCI 4101,MSCI 3102
MSCI 4102,MSCI 4101
MDGK 1202,MDGK 1201
MUSC 1228,MUSC 1227
MUSC 1230,MUSC 1100
MUSC 1230L,MUSC 1101
MUSC 1231,MUSC 1230
MUSC 1231L,MUSC 1230L
MUSC 1233,MUSC 1100
MUSC 1234,MUSC 1233
MUSC 1240,MUSC 1237
MUSC 2138,MUSC 2137
MUSC 2230,MUSC 1231
MUSC 2230L,MUSC 1231L
MUSC 2231,MUSC 2230
MUSC 2231L,MUSC 2230L
MUSC 2233,MUSC 1234
MUSC 2234,MUSC 2233
MUSC 2235,MUSC 1231
MUSC 2236,MUSC 2235
MUSC 2237,MUSC 2138
MUSC 2238,MUSC 2237
MUSC 2240,MUSC 1231
MUSC 2240,MUSC 1231L
MUSC 3130,MUSC 2231
MUSC 3130,MUSC 2231L
MUSC 3134,MUSC 2230
MUSC 3134,MUSC 2230L
MUSC 3135,MUSC 2138
MUSC 3135,MUSC 3134
MUSC 3135,MUSC 3151
MUSC 3136,MUSC 3134
MUSC 3150,MUSC 2150
MUSC 3151,MUSC 2234
MUSC 3170,MUSC 2230
MUSC 3170,MUSC 2230L
MUSC 3171,MUSC 2231
MUSC 3171,MUSC 2231L
MUSC 4001,MUSC 2400
MUSC 4037,MUSC 2231
MUSC 4037,MUSC 2231L
MUSC 4090,MUSC 3134
MUSC 4094,MUSC 3134
MUSC 4132,MUSC 2231
MUSC 4132,MUSC 2231L
MUSC 4133,MUSC 2231
MUSC 4133,MUSC 2231L
MUSC 4134,MUSC 2231
MUSC 4134,MUSC 2231L
MUSC 4135,MUSC 2231
MUSC 4135,MUSC 2231L
MUSC 4136,MUSC 2231
MUSC 4136,MUSC 2231L
MUSC 4137,MUSC 2231
MUSC 4137,MUSC 2231L
MUSC 4138,MUSC 2231
MUSC 4138,MUSC 2231L
MUSC 4149,MUSC 2231
MUSC 4149,MUSC 2231L
MUSC 4153,MUSC 4137
MUSC 4230,MUSC 2231
MUSC 4230,MUSC 2231L
MUSC 4231,MUSC 4230
MUSC 4234,MUSC 2231
MUSC 4234,MUSC 2231L
MUSC 4234,MUSC 2235
MUSC 4235,MUSC 2231
MUSC 4235,MUSC 2231L
MUSC 4240,MUSC 4235
MUSC 4241,MUSC 4240
MUSC 4298,MUSC 2231
MUSC 4298,MUSC 2231L
MUED 2200,MUED 2100
MUED 2241,MUED 2200
MUED 3270,MUSC 2400
MUED 4190,MUSC 2400
MUED 4190,MUSC 3135
MUED 4190L,MUSC 2400
MUED 4192,MUSC 2400
MUED 4192L,MUSC 2400
MUED 4194,MUSC 1223
MUED 4194,MUSC 1225
MUED 4194,MUSC 1227
MUED 4194,MUSC 1229
MUED 4194,MUSC 2400
MUED 4194,MUSC 3136
MUED 4194L,MUPF 1117
MUPF 3240,MUSC 2400
MUPF 3241,MUSC 2400
MUPF 3242,MUSC 2400
MUPF 3243,MUSC 2400
MUPF 3244,MUSC 2400
MUPF 3245,MUSC 2400
MUPF 3246,MUSC 2400
MUPF 3247,MUSC 2400
MUPF 3248,MUSC 2400
MUPF 3249,MUSC 2400
MUPF 3250,MUSC 2400
MUPF 3251,MUSC 2400
MUPF 3252,MUSC 2400
MUPF 3253,MUSC 2400
MUPF 3254,MUSC 2400
MUPF 3255,MUSC 2400
MUPF 3256,MUSC 2400
MUPF 3257,MUSC 2400
MUPF 3258,MUSC 2400
MUPF 3259,MUSC 2400
MUPF 3260,MUSC 2400
MUPF 3261,MUSC 2400
MUPF 3262,MUSC 2400
MUPF 3263,MUSC 2400
MUPF 3264,MUSC 2400
MUPF 3265,MUSC 2400
MUPF 3266,MUSC 2400
MUPF 3460,MUPF 3260
MUPF 3461,MUPF 3261
MUPF 3462,MUPF 3262
MUPF 3463,MUPF 3263
MUPF 3464,MUPF 3264
MUPF 3465,MUPF 3265
MUPF 3466,MUPF 3266
MUPF 4460,MUPF 3260
MUPF 4462,MUPF 3262
MUPF 4463,MUPF 3263
MUPF 4464,MUPF 3264
MUPF 4465,MUPF 3265
MUPF 4466,MUPF 3266
NDSS 3104,NDSS 3101
NDSS 3104,NDSS 3102
NDSS 3405,NDSS 3104
NDSS 4101,NDSS 3101
NDSS 4104,NDSS 3104
NDSS 4107,NDSS 3405
NDSS 4107,NDSS 4104
NDSS 4107,NURN 4201
NDSS 4406,NDSS 4101
NDSS 4406,RESP 4102
NURS 2100,CHEM 1204
NURS 2100,CHEM 1252
NURS 3205,NURS 3107
NURS 3430,NURS 3108
NURS 3440,NURS 3108
NURS 4120,NURS 3430
NURS 4120,NURS 3440
NURS 4130,NURS 3230
NURS 4430,NURS 3230
NURS 4430,NURS 3430
NURS 4450,NURS 4430
NURN 4100,NURN 3103
NURN 4100,NURN 3104
NURN 4100,NURN 3108
NURN 4203,NURN 4100
NURN 4203,NURN 4201
NURN 4203,NURN 4440
NURN 4440,NURN 3103
NURN 4440,NURN 3104
NURN 4440,NURN 3108
NURN 4450,NURN 4100
NURN 4450,NURN 4201
NURN 4450,NURN 4440
NURN 4900,NURN 4100
NURN 4900,NURN 4201
NURN 4900,NURN 4440
OPER 3000,OPER 3100
OPER 3100,ACCT 2121
OPER 3100,ACCT 2122
OPER 3100,ACCT 3323
OPER 3100,ECON 2101
OPER 3100,ECON 2102
OPER 3100,INFO 2130
OPER 3100,MATH 1120
OPER 3100,STAT 1220
OPER 3201,OPER 3100
OPER 3203,OPER 3100
OPER 3204,OPER 3100
OPER 3206,OPER 3100
OPER 3208,OPER 3100
OPRS 3111,MATH 1242
OPRS 3111,MATH 2120
OPRS 3111,MATH 2164
OPRS 3113,MATH 1242
OPRS 3113,MATH 2120
OPRS 3113,MATH 2164
OPRS 3113,STAT 2122
OPRS 3113,STAT 3122
OPRS 3113,STAT 3128
OPRS 3113,MATH 3122
OPRS 4113,OPRS 3111
OPRS 4113,MATH 3122
OPRS 4113,OPRS 3113
OPRS 4113,STAT 2122
OPRS 4113,STAT 3122
OPRS 4114,ITCS 1214
OPRS 4114,OPRS 3111
OPRS 4114,MATH 3122
OPRS 4114,OPRS 3113
OPRS 4114,STAT 2122
OPRS 4114,STAT 3122
PHYS 1102,PHYS 1101
PHYS 1102L,PHYS 1101L
PHYS 1102L,PHYS 2101L
PHYS 2101,MATH 1241
PHYS 2102,PHYS 2101
PHYS 2102,MATH 1242
PHYS 2102L,PHYS 2101L
PHYS 3101,PHYS 2102
PHYS 3101,MATH 1242
PHYS 3102,PHYS 2102
PHYS 3121,PHYS 3101
PHYS 3121,ECGR 2112
PHYS 3121,MATH 2171
PHYS 3121,MATH 2241
PHYS 3141,PHYS 2102
PHYS 3141,PHYS 1102
PHYS 3141,MATH 1241
PHYS 3160,PHYS 3141
PHYS 3160,MATH 2171
PHYS 3160,MATH 2241
PHYS 3210,PHYS 2102
PHYS 3210,MATH 2171
PHYS 3210,MATH 2241
PHYS 3220,PHYS 2102
PHYS 3220,PHYS 3101
PHYS 3220,MATH 2241
PHYS 3283,PHYS 2102
PHYS 3283,PHYS 2102L
PHYS 3900,PHYS 3282
PHYS 3900,PHYS 3283
PHYS 4110,PHYS 3141
PHYS 4110,MATH 2171
PHYS 4110,MATH 2241
PHYS 4140,PHYS 3141
PHYS 4140,MATH 2171
PHYS 4140,MATH 2241
PHYS 4151,PHYS 3141
PHYS 4151,PHYS 3101
PHYS 4151,CHEM 1251
PHYS 4151,CHEM 1251L
PHYS 4151,MATH 2241
PHYS 4181,PHYS 3141
PHYS 4222,PHYS 3121
PHYS 4222,MATH 2241
PHYS 4231,PHYS 3121
PHYS 4231,MEGR 2144
PHYS 4231,PHYS 3220
PHYS 4231,MATH 2242
PHYS 4231,MATH 2171
PHYS 4231,MATH 2241
PHYS 4232,PHYS 4231
PHYS 4241,PHYS 3220
PHYS 4241,MATH 2241
PHYS 4241,PHYS 3121
PHYS 4241,MEGR 2144
PHYS 4241,PHYS 3141
PHYS 4241,MATH 2171
PHYS 4241,PHYS 3101
PHYS 4242,PHYS 4241
PHYS 4271,MATH 2171
PHYS 4271,PHYS 3101
PHYS 4281,PHYS 3121
PHYS 4281,MEGR 2144
PHYS 4281,PHYS 3141
PHYS 4281,PHYS 3282
POLS 2220,MATH 1100
POLS 2220,MATH 1101
POLS 3250,SOCY 1101
POLS 3251,SOCY 1101
POLS 3700,POLS 2220
POLS 4163,POLS 3163
POLS 4600,POLS 1511
POLS 4600,POLS 1501
POLS 4600,POLS 1150
POLS 4600,POLS 2220
POLS 4700,POLS 3700
POLS 4990,POLS 2220
PORT 1202,PORT 1201
PORT 2201,PORT 1202
PORT 2202,PORT 2201
PORT 3201,PORT 2202
PORT 3202,PORT 3201
PROS 3102,PROS 3101
PROS 3103,PROS 3101
PROS 3104,PROS 3101
PROS 3105,PROS 3101
PROS 3202,PROS 3201
PROS 3302,PROS 3301
PROS 3303,PROS 3301
PROS 3304,PROS 3301
PROS 3305,PROS 3301
PROS 3306,PROS 3301
PROS 4101,PROS 3101
PROS 4301,PROS 3304
PROS 4600,PROS 3101
PROS 4600,PROS 3201
PROS 4600,PROS 3301
PSYC 2101,PSYC 1101
PSYC 2101,STAT 1220
PSYC 2101,STAT 1221
PSYC 2101,STAT 1222
PSYC 2103,PSYC 1101
PSYC 2103,PSYC 2101
PSYC 2103,STAT 1220
PSYC 2103,STAT 1221
PSYC 2103,STAT 1222
PSYC 2104,PSYC 1101
PSYC 2104,PSYC 2101
PSYC 2104,STAT 1220
PSYC 2104,STAT 1221
PSYC 2104,STAT 1222
PSYC 2110,PSYC 1101
PSYC 2113,PSYC 1101
PSYC 2117,PSYC 1101
PSYC 2120,PSYC 1101
PSYC 2121,PSYC 1101
PSYC 2124,PSYC 1101
PSYC 2126,PSYC 1101
PSYC 2130,PSYC 1101
PSYC 2131,PSYC 1101
PSYC 2137,PSYC 1101
PSYC 2150,PSYC 1101
PSYC 2151,PSYC 1101
PSYC 2155,PSYC 1101
PSYC 2160,PSYC 1101
PSYC 2165,PSYC 1101
PSYC 2171,PSYC 1101
PSYC 3001,PSYC 1101
PSYC 3002,PSYC 1101
PSYC 3002,PSYC 2101
PSYC 3002,PSYC 2103
PSYC 3111,PSYC 1101
PSYC 3111,PSYC 2113
PSYC 3111,PSYC 2103
PSYC 3113,PSYC 1101
PSYC 3113,PSYC 2101
PSYC 3113,PSYC 2113
PSYC 3114,PSYC 1101
PSYC 3114,PSYC 2101
PSYC 3115,PSYC 1101
PSYC 3115,PSYC 2113
PSYC 3116,PSYC 1101
PSYC 3116,PSYC 2113
PSYC 3122,PSYC 1101
PSYC 3122,PSYC 2113
PSYC 3122,PSYC 2120
PSYC 3123,PSYC 1101
PSYC 3123,PSYC 2130
PSYC 3123,PSYC 3135
PSYC 3135,PSYC 1101
PSYC 3135,PSYC 2101
PSYC 3136,PSYC 1101
PSYC 3136,PSYC 2113
PSYC 3140,PSYC 1101
PSYC 3140,PSYC 2101
PSYC 3140,PSYC 2103
PSYC 3140,STAT 1220
PSYC 3140,STAT 1221
PSYC 3140,STAT 1222
PSYC 3152,PSYC 1101
PSYC 3152,PSYC 2120
PSYC 3152,PSYC 2151
PSYC 3153,PSYC 1101
PSYC 3153,PSYC 2151
PSYC 3172,PSYC 2171
PSYC 3174,PSYC 2171
PSYC 3216,PSYC 1101
PSYC 4006,PSYC 1101
PSYC 4006,PSYC 2101
PSYC 4006,PSYC 2103
PSYC 4006,PSYC 2104
PSYC 4006,STAT 1220
PSYC 4006,STAT 1221
PSYC 4006,STAT 1222
PSYC 4007,PSYC 2103
PSYC 4007,PSYC 2104
PSYC 4103,PSYC 1101
PSYC 4103,PSYC 2101
PSYC 4103,PSYC 2103
PSYC 4103,PSYC 2104
PSYC 4103,STAT 1220
PSYC 4103,STAT 1221
PSYC 4103,STAT 1222
PSYC 4316,PSYC 1101
PSYC 4316,PSYC 2113
PSYC 4613,PSYC 1101
PSYC 4613,PSYC 2101
PSYC 4613,PSYC 2103
PSYC 4613,PSYC 2104
PSYC 4613,STAT 1220
PSYC 4613,STAT 1221
PSYC 4613,STAT 1222
PSYC 4619,PSYC 1101
PSYC 4619,PSYC 2101
PSYC 4619,PSYC 2103
PSYC 4619,PSYC 2104
PSYC 4619,STAT 1220
PSYC 4619,STAT 1221
PSYC 4619,STAT 1222
PSYC 4625,PSYC 1101
PSYC 4625,PSYC 2101
PSYC 4625,PSYC 2103
PSYC 4625,PSYC 2104
PSYC 4625,STAT 1220
PSYC 4625,STAT 1221
PSYC 4625,STAT 1222
PSYC 4625,PSYC 2120
PSYC 4625,PSYC 2121
PSYC 4625,PSYC 2124
PSYC 4630,PSYC 1101
PSYC 4630,PSYC 2101
PSYC 4630,PSYC 2103
PSYC 4630,PSYC 2104
PSYC 4630,STAT 1220
PSYC 4630,STAT 1221
PSYC 4630,STAT 1222
PSYC 4630,PSYC 2130
PSYC 4650,PSYC 1101
PSYC 4650,PSYC 2101
PSYC 4650,PSYC 2103
PSYC 4650,PSYC 2104
PSYC 4650,STAT 1220
PSYC 4650,STAT 1221
PSYC 4650,STAT 1222
PSYC 4655,PSYC 1101
PSYC 4655,PSYC 2101
PSYC 4655,PSYC 2103
PSYC 4655,STAT 1220
PSYC 4655,STAT 1221
PSYC 4655,STAT 1222
PSYC 4655,PSYC 2150
PSYC 4655,PSYC 2165
PSYC 4660,PSYC 1101
PSYC 4660,PSYC 2101
PSYC 4660,PSYC 2103
PSYC 4660,PSYC 2104
PSYC 4660,STAT 1220
PSYC 4660,STAT 1221
PSYC 4660,STAT 1222
PSYC 4660,PSYC 2160
PSYC 4670,PSYC 1101
PSYC 4670,PSYC 2101
PSYC 4670,PSYC 2103
PSYC 4670,PSYC 2104
PSYC 4670,STAT 1220
PSYC 4670,STAT 1221
PSYC 4670,STAT 1222
PSYC 4670,PSYC 2171
PSYC 4701,PSYC 1101
